number,style,runs,font,bold,text
118,Body Text,86,,None,"Take a musical journey from the classical music of Wolfgang Amadeus Mozart to the rock and roll music of Elvis Presley. On our way, we will enjoy learning about the life and music of Stephen Collins Foster, Irving Berlin and Al Jolson, with many music and video clips for your enjoyment."
119,Heading 1,2,,False,Memoir Writing for Legacy or Publishing — 4 Sessions
119,Heading 1,2,,None,Memoir Writing for Legacy or Publishing — 4 Sessions
120,Heading 3,1,,None,"Thursday, July 2-23, "
121,Body Text,1,,None,10:00 AM - 11:30 AM | $
122,Body Text,1,,None,Instructor: Susan Lewis
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
123,Body Text,77,,None,"Twelve years in the writing/selling/publishing industry gives Susan insight into all aspects of the process. Her experience watching would-be writers struggle and sometimes fail led her to help others. Memoir writing is unique—the writer already knows the story, who the characters are, etc. But the would-be writer can feel"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
124,Body Text,29,,None,"overwhelmed, confused and unsure of one’s abilities. The purpose of this class is to help you gain self-confidence in your abilities, determine your ultimate goal, embrace imperfection, understand alternate memoir structures and recognize and avoid pitfalls. Let’s begin!"
125,Heading 1,1,,None,Facebook: A Beginner’s Guide to Social Networking
126,Heading 3,1,,None,"Monday, July 6, "
127,Body Text,1,,None,11:00 AM - 12:00 PM | $
128,Body Text,1,,None,Instructor: Rhonda Robinson
129,Body Text,49,,None,"Knowing how to use social media is becoming an essential 21st century skill. Facebook is an excellent way for family members to keep in touch in our busy and often geographically dispersed lives. Understand the basics of how to create, use, and maintain a Facebook page of your own, including understanding Facebook privacy settings and additional tips about what to share. A survey will be emailed before class so that your questions and concerns will be thoroughly covered."
129,Body Text,49,,None,"Knowing how to use social media is becoming an essential 21st century skill. Facebook is an excellent way for family members to keep in touch in our busy and often geographically dispersed lives. Understand the basics of how to create, use, and maintain a Facebook page of your own, including understanding Facebook privacy settings and additional tips about what to share. A survey will be emailed before class so that your questions and concerns will be thoroughly covered."
129,Body Text,49,,None,"Knowing how to use social media is becoming an essential 21st century skill. Facebook is an excellent way for family members to keep in touch in our busy and often geographically dispersed lives. Understand the basics of how to create, use, and maintain a Facebook page of your own, including understanding Facebook privacy settings and additional tips about what to share. A survey will be emailed before class so that your questions and concerns will be thoroughly covered."
129,Body Text,49,,None,"Knowing how to use social media is becoming an essential 21st century skill. Facebook is an excellent way for family members to keep in touch in our busy and often geographically dispersed lives. Understand the basics of how to create, use, and maintain a Facebook page of your own, including understanding Facebook privacy settings and additional tips about what to share. A survey will be emailed before class so that your questions and concerns will be thoroughly covered."
129,Body Text,49,,None,"Knowing how to use social media is becoming an essential 21st century skill. Facebook is an excellent way for family members to keep in touch in our busy and often geographically dispersed lives. Understand the basics of how to create, use, and maintain a Facebook page of your own, including understanding Facebook privacy settings and additional tips about what to share. A survey will be emailed before class so that your questions and concerns will be thoroughly covered."
129,Body Text,49,,None,"Knowing how to use social media is becoming an essential 21st century skill. Facebook is an excellent way for family members to keep in touch in our busy and often geographically dispersed lives. Understand the basics of how to create, use, and maintain a Facebook page of your own, including understanding Facebook privacy settings and additional tips about what to share. A survey will be emailed before class so that your questions and concerns will be thoroughly covered."
129,Body Text,49,,None,"Knowing how to use social media is becoming an essential 21st century skill. Facebook is an excellent way for family members to keep in touch in our busy and often geographically dispersed lives. Understand the basics of how to create, use, and maintain a Facebook page of your own, including understanding Facebook privacy settings and additional tips about what to share. A survey will be emailed before class so that your questions and concerns will be thoroughly covered."
129,Body Text,49,,None,"Knowing how to use social media is becoming an essential 21st century skill. Facebook is an excellent way for family members to keep in touch in our busy and often geographically dispersed lives. Understand the basics of how to create, use, and maintain a Facebook page of your own, including understanding Facebook privacy settings and additional tips about what to share. A survey will be emailed before class so that your questions and concerns will be thoroughly covered."
129,Body Text,49,,None,"Knowing how to use social media is becoming an essential 21st century skill. Facebook is an excellent way for family members to keep in touch in our busy and often geographically dispersed lives. Understand the basics of how to create, use, and maintain a Facebook page of your own, including understanding Facebook privacy settings and additional tips about what to share. A survey will be emailed before class so that your questions and concerns will be thoroughly covered."
129,Body Text,49,,None,"Knowing how to use social media is becoming an essential 21st century skill. Facebook is an excellent way for family members to keep in touch in our busy and often geographically dispersed lives. Understand the basics of how to create, use, and maintain a Facebook page of your own, including understanding Facebook privacy settings and additional tips about what to share. A survey will be emailed before class so that your questions and concerns will be thoroughly covered."
